id,player,piece,start,result,Site,survived,victory,survived_or_victory,match_name,killed_by
B-P-b,black,Pawn,b5,white wins,https://lichess.org/lkvl0cun,True,True,True,psonio (white) vs vivelafete (black),
W-P-c,white,Pawn,c3,white wins,https://lichess.org/lkvl0cun,True,False,True,psonio (white) vs vivelafete (black),
W-B-f,white,Bishop,,white wins,https://lichess.org/lkvl0cun,False,False,False,psonio (white) vs vivelafete (black),B-N-b
B-B-c,black,Bishop,,white wins,https://lichess.org/lkvl0cun,False,True,False,psonio (white) vs vivelafete (black),W-B-f
B-P-d,black,Pawn,d5,white wins,https://lichess.org/lkvl0cun,True,True,True,psonio (white) vs vivelafete (black),
W-P-d,white,Pawn,d4,white wins,https://lichess.org/lkvl0cun,True,False,True,psonio (white) vs vivelafete (black),
W-P-g,white,Pawn,g2,white wins,https://lichess.org/lkvl0cun,True,False,True,psonio (white) vs vivelafete (black),
B-P-b,black,Pawn,b4,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-N-b,white,Knight,f3,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-P-g,black,Pawn,g6,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-B-c,white,Bishop,e5,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-Q,black,Queen,b6,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-Q,white,Queen,c2,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-P-h,white,Pawn,h3,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-B-c,black,Bishop,c6,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-N-g,white,Knight,,black wins,https://lichess.org/4slksk6v,False,True,False,jimmy80 (white) vs kingofconcentration (black),B-B-c
B-K,black,King,g8,black wins,https://lichess.org/4slksk6v,True,False,False,jimmy80 (white) vs kingofconcentration (black),
B-R-h,black,Rook,f8,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-K,white,King,g1,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-R-h,white,Rook,f1,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-B-f,black,Bishop,e7,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
B-P-e,black,Pawn,e6,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-P-c,white,Pawn,c3,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-N-b,black,Knight,,black wins,https://lichess.org/4slksk6v,False,False,False,jimmy80 (white) vs kingofconcentration (black),W-N-g
B-N-g,black,Knight,f6,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-B-f,white,Bishop,d3,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-P-c,black,Pawn,d5,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-P-e,white,Pawn,,black wins,https://lichess.org/4slksk6v,False,True,False,jimmy80 (white) vs kingofconcentration (black),B-P-c
B-P-d,black,Pawn,,black wins,https://lichess.org/4slksk6v,False,False,False,jimmy80 (white) vs kingofconcentration (black),W-P-e
W-P-d,white,Pawn,d4,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-R-a,white,Rook,a1,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-P-a,white,Pawn,a2,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-P-b,white,Pawn,b2,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-P-f,white,Pawn,f2,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
W-P-g,white,Pawn,g2,black wins,https://lichess.org/4slksk6v,True,True,True,jimmy80 (white) vs kingofconcentration (black),
B-P-a,black,Pawn,a7,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
B-P-f,black,Pawn,f7,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
B-P-h,black,Pawn,h7,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
B-R-a,black,Rook,a8,black wins,https://lichess.org/4slksk6v,True,False,True,jimmy80 (white) vs kingofconcentration (black),
W-R-a,white,Rook,e8,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
B-B-f,black,Bishop,d8,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
W-Q,white,Queen,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-B-f
B-R-a,black,Rook,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-Q
B-Q,black,Queen,h6,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
B-K,black,King,h8,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
W-R-h,white,Rook,f3,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
B-R-h,black,Rook,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-R-h
W-B-f,white,Bishop,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-R-h
B-P-f,black,Pawn,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-B-f
B-N-g,black,Knight,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-B-f
W-N-b,white,Knight,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-N-g
B-P-c,black,Pawn,c5,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
B-P-e,black,Pawn,d4,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
W-B-c,white,Bishop,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-P-e
B-N-b,black,Knight,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-B-c
W-P-a,white,Pawn,a3,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
W-N-g,white,Knight,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-B-f
W-P-e,white,Pawn,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-Q
B-B-c,black,Bishop,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-P-e
W-P-f,white,Pawn,,white wins,https://lichess.org/zqxwvgoq,False,False,False,TheWeebles (white) vs H___N (black),B-B-c
W-P-c,white,Pawn,c4,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
B-P-a,black,Pawn,a5,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
W-K,white,King,g1,white wins,https://lichess.org/zqxwvgoq,True,False,False,TheWeebles (white) vs H___N (black),
B-P-d,black,Pawn,,white wins,https://lichess.org/zqxwvgoq,False,True,False,TheWeebles (white) vs H___N (black),W-Q
W-P-d,white,Pawn,d3,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
W-P-b,white,Pawn,b2,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
W-P-g,white,Pawn,g2,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
W-P-h,white,Pawn,h2,white wins,https://lichess.org/zqxwvgoq,True,False,True,TheWeebles (white) vs H___N (black),
B-P-b,black,Pawn,b7,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
B-P-g,black,Pawn,g7,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
B-P-h,black,Pawn,h7,white wins,https://lichess.org/zqxwvgoq,True,True,True,TheWeebles (white) vs H___N (black),
W-B-c,white,Bishop,d2,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
B-B-f,black,Bishop,,white wins,https://lichess.org/3zuhuzxy,False,True,False,chinekeboy (white) vs Desmond_Wilson (black),W-B-c
W-R-h,white,Rook,f1,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
W-K,white,King,g1,white wins,https://lichess.org/3zuhuzxy,True,False,False,chinekeboy (white) vs Desmond_Wilson (black),
B-K,black,King,d7,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
W-B-f,white,Bishop,,white wins,https://lichess.org/3zuhuzxy,False,False,False,chinekeboy (white) vs Desmond_Wilson (black),B-K
B-B-c,black,Bishop,,white wins,https://lichess.org/3zuhuzxy,False,True,False,chinekeboy (white) vs Desmond_Wilson (black),W-B-f
B-N-b,black,Knight,e5,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
W-Q,white,Queen,e4,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
B-Q,black,Queen,f6,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
W-R-a,white,Rook,b1,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
W-P-c,white,Pawn,d5,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
B-P-c,black,Pawn,,white wins,https://lichess.org/3zuhuzxy,False,True,False,chinekeboy (white) vs Desmond_Wilson (black),W-P-c
W-N-g,white,Knight,,white wins,https://lichess.org/3zuhuzxy,False,False,False,chinekeboy (white) vs Desmond_Wilson (black),B-B-f
B-P-e,black,Pawn,,white wins,https://lichess.org/3zuhuzxy,False,True,False,chinekeboy (white) vs Desmond_Wilson (black),W-Q
W-P-d,white,Pawn,,white wins,https://lichess.org/3zuhuzxy,False,False,False,chinekeboy (white) vs Desmond_Wilson (black),B-P-c
W-N-b,white,Knight,,white wins,https://lichess.org/3zuhuzxy,False,False,False,chinekeboy (white) vs Desmond_Wilson (black),B-B-f
B-P-d,black,Pawn,,white wins,https://lichess.org/3zuhuzxy,False,True,False,chinekeboy (white) vs Desmond_Wilson (black),W-N-b
W-P-e,white,Pawn,,white wins,https://lichess.org/3zuhuzxy,False,False,False,chinekeboy (white) vs Desmond_Wilson (black),B-P-d
B-N-g,black,Knight,,white wins,https://lichess.org/3zuhuzxy,False,True,False,chinekeboy (white) vs Desmond_Wilson (black),W-N-b
W-P-a,white,Pawn,a2,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
W-P-b,white,Pawn,,white wins,https://lichess.org/3zuhuzxy,False,False,False,chinekeboy (white) vs Desmond_Wilson (black),B-B-f
W-P-f,white,Pawn,f2,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
W-P-g,white,Pawn,g2,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
W-P-h,white,Pawn,h2,white wins,https://lichess.org/3zuhuzxy,True,False,True,chinekeboy (white) vs Desmond_Wilson (black),
B-P-a,black,Pawn,a7,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-P-b,black,Pawn,b7,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-P-f,black,Pawn,f7,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-P-g,black,Pawn,g7,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-P-h,black,Pawn,h7,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-R-a,black,Rook,a8,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-R-h,black,Rook,h8,white wins,https://lichess.org/3zuhuzxy,True,True,True,chinekeboy (white) vs Desmond_Wilson (black),
B-Q,black,Queen,f2,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-K,white,King,e1,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-N-b,black,Knight,f4,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-P-f,white,Pawn,f3,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-P-f,black,Pawn,e3,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-R-h,white,Rook,b7,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-K,black,King,h8,black wins,https://lichess.org/1s9zj7z0,True,False,False,zebrao (white) vs metrolog (black),
W-B-f,white,Bishop,c4,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
W-N-b,white,Knight,,black wins,https://lichess.org/1s9zj7z0,False,True,False,zebrao (white) vs metrolog (black),B-P-f
B-R-a,black,Rook,e8,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
B-R-h,black,Rook,f6,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-P-g,white,Pawn,,black wins,https://lichess.org/1s9zj7z0,False,True,False,zebrao (white) vs metrolog (black),B-N-b
W-B-c,white,Bishop,,black wins,https://lichess.org/1s9zj7z0,False,True,False,zebrao (white) vs metrolog (black),B-Q
B-N-g,black,Knight,,black wins,https://lichess.org/1s9zj7z0,False,False,False,zebrao (white) vs metrolog (black),W-P-g
W-P-h,white,Pawn,h3,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-B-f,black,Bishop,,black wins,https://lichess.org/1s9zj7z0,False,False,False,zebrao (white) vs metrolog (black),W-R-h
W-P-b,white,Pawn,b4,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-P-a,black,Pawn,a6,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-P-a,white,Pawn,a3,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-P-e,black,Pawn,,black wins,https://lichess.org/1s9zj7z0,False,False,False,zebrao (white) vs metrolog (black),W-R-h
B-P-h,black,Pawn,h6,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-P-d,white,Pawn,d4,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-B-c,black,Bishop,,black wins,https://lichess.org/1s9zj7z0,False,False,False,zebrao (white) vs metrolog (black),W-R-h
B-P-b,black,Pawn,b6,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
W-N-g,white,Knight,,black wins,https://lichess.org/1s9zj7z0,False,True,False,zebrao (white) vs metrolog (black),B-N-g
W-P-e,white,Pawn,,black wins,https://lichess.org/1s9zj7z0,False,True,False,zebrao (white) vs metrolog (black),B-Q
B-P-d,black,Pawn,,black wins,https://lichess.org/1s9zj7z0,False,False,False,zebrao (white) vs metrolog (black),W-P-e
W-R-a,white,Rook,a1,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
W-Q,white,Queen,d1,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
W-P-c,white,Pawn,c2,black wins,https://lichess.org/1s9zj7z0,True,True,True,zebrao (white) vs metrolog (black),
B-P-c,black,Pawn,,black wins,https://lichess.org/1s9zj7z0,False,False,False,zebrao (white) vs metrolog (black),W-R-h
B-P-g,black,Pawn,g7,black wins,https://lichess.org/1s9zj7z0,True,False,True,zebrao (white) vs metrolog (black),
B-B-c,black,Bishop,d7,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
W-K,white,King,h2,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
B-Q,black,Queen,b1,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
W-R-a,white,Rook,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-B-c
B-R-a,black,Rook,c3,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
W-Q,white,Queen,f4,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
W-N-b,white,Knight,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-R-a
W-P-h,white,Pawn,h3,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
W-B-f,white,Bishop,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-Q
W-R-h,white,Rook,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-Q
B-R-h,black,Rook,f8,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
B-K,black,King,g8,black wins,https://lichess.org/lvgg5cfk,True,False,False,Milligan (white) vs Quixote91 (black),
B-B-f,black,Bishop,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-R-h
W-N-g,white,Knight,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-Q
B-P-g,black,Pawn,g6,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
B-N-b,black,Knight,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-N-g
B-P-e,black,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-Q
W-B-c,white,Bishop,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-P-e
B-N-g,black,Knight,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-B-c
W-P-e,white,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-N-g
B-P-d,black,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-P-e
B-P-c,black,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-N-g
W-P-d,white,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-P-c
B-P-a,black,Pawn,a6,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
W-P-a,white,Pawn,a2,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
W-P-b,white,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,True,False,Milligan (white) vs Quixote91 (black),B-Q
W-P-c,white,Pawn,c2,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
W-P-f,white,Pawn,f2,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
W-P-g,white,Pawn,g2,black wins,https://lichess.org/lvgg5cfk,True,True,True,Milligan (white) vs Quixote91 (black),
B-P-b,black,Pawn,,black wins,https://lichess.org/lvgg5cfk,False,False,False,Milligan (white) vs Quixote91 (black),W-B-f
B-P-f,black,Pawn,f7,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
B-P-h,black,Pawn,h7,black wins,https://lichess.org/lvgg5cfk,True,False,True,Milligan (white) vs Quixote91 (black),
W-P-g,white,Pawn,b5,white wins,https://lichess.org/wjmg3i9z,True,False,True,crazy2013 (white) vs Neuronchess (black),
B-K,black,King,a5,white wins,https://lichess.org/wjmg3i9z,True,True,True,crazy2013 (white) vs Neuronchess (black),
W-P-h,white,Pawn,d7,white wins,https://lichess.org/wjmg3i9z,True,False,True,crazy2013 (white) vs Neuronchess (black),
B-P-b,black,Pawn,b4,white wins,https://lichess.org/wjmg3i9z,True,True,True,crazy2013 (white) vs Neuronchess (black),
W-K,white,King,h8,white wins,https://lichess.org/wjmg3i9z,True,False,False,crazy2013 (white) vs Neuronchess (black),
B-P-a,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-h
W-N-b,white,Knight,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-P-a
B-B-f,black,Bishop,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-N-b
W-P-b,white,Pawn,d5,white wins,https://lichess.org/wjmg3i9z,True,False,True,crazy2013 (white) vs Neuronchess (black),
B-P-e,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-b
B-R-h,black,Rook,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-K
B-P-h,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-N-b
B-P-g,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-N-b
W-P-f,white,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-P-g
B-P-f,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-f
B-R-a,black,Rook,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-b
W-R-a,white,Rook,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-R-a
B-N-b,black,Knight,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-R-a
W-P-c,white,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-P-a
W-N-g,white,Knight,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-N-b
B-N-g,black,Knight,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-f
W-B-c,white,Bishop,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-N-g
W-R-h,white,Rook,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-R-h
B-B-c,black,Bishop,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-c
W-B-f,white,Bishop,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-B-c
W-P-e,white,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-B-f
W-Q,white,Queen,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-P-e
B-Q,black,Queen,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-Q
W-P-d,white,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-Q
B-P-d,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-d
B-P-c,black,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,True,False,crazy2013 (white) vs Neuronchess (black),W-P-d
W-P-a,white,Pawn,,white wins,https://lichess.org/wjmg3i9z,False,False,False,crazy2013 (white) vs Neuronchess (black),B-K
B-N-b,black,Knight,f6,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
W-Q,white,Queen,c4,black wins,https://lichess.org/9fe09mnf,True,True,True,lifeofmg (white) vs chinekeboy (black),
W-N-g,white,Knight,f3,black wins,https://lichess.org/9fe09mnf,True,True,True,lifeofmg (white) vs chinekeboy (black),
B-P-c,black,Pawn,c5,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
B-N-g,black,Knight,e4,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
W-P-d,white,Pawn,,black wins,https://lichess.org/9fe09mnf,False,True,False,lifeofmg (white) vs chinekeboy (black),B-N-g
B-P-d,black,Pawn,,black wins,https://lichess.org/9fe09mnf,False,False,False,lifeofmg (white) vs chinekeboy (black),W-P-d
W-B-f,white,Bishop,e2,black wins,https://lichess.org/9fe09mnf,True,True,True,lifeofmg (white) vs chinekeboy (black),
B-B-c,black,Bishop,b7,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
W-P-e,white,Pawn,,black wins,https://lichess.org/9fe09mnf,False,True,False,lifeofmg (white) vs chinekeboy (black),B-P-d
B-P-a,black,Pawn,a5,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
W-P-a,white,Pawn,a4,black wins,https://lichess.org/9fe09mnf,True,True,True,lifeofmg (white) vs chinekeboy (black),
B-Q,black,Queen,e7,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
W-B-c,white,Bishop,,black wins,https://lichess.org/9fe09mnf,False,True,False,lifeofmg (white) vs chinekeboy (black),B-Q
B-P-b,black,Pawn,b6,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
B-R-h,black,Rook,f8,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
B-K,black,King,g8,black wins,https://lichess.org/9fe09mnf,True,False,False,lifeofmg (white) vs chinekeboy (black),
W-P-c,white,Pawn,c3,black wins,https://lichess.org/9fe09mnf,True,True,True,lifeofmg (white) vs chinekeboy (black),
B-B-f,black,Bishop,,black wins,https://lichess.org/9fe09mnf,False,False,False,lifeofmg (white) vs chinekeboy (black),W-B-c
B-P-e,black,Pawn,e6,black wins,https://lichess.org/9fe09mnf,True,False,True,lifeofmg (white) vs chinekeboy (black),
W-P-b,white,Pawn,b3,black wins,https://lichess.org/9fe09mnf,True,True,True,lifeofmg (white) vs chinekeboy (black),
